Year,Units,display,age,Bundesland,Kreis,GeoCode,Value
2016,percentage (%),a) time series,3- to 5-year-olds,rp,ahrweiler,code07131,40.4
2017,percentage (%),a) time series,3- to 5-year-olds,rp,ahrweiler,code07131,39.8
2018,percentage (%),a) time series,3- to 5-year-olds,rp,ahrweiler,code07131,40.7
2012,percentage (%),a) time series,3- to 5-year-olds,rp,altenkirchen (westerwald),code07132,29.1
2013,percentage (%),a) time series,3- to 5-year-olds,rp,altenkirchen (westerwald),code07132,36.9
2014,percentage (%),a) time series,3- to 5-year-olds,rp,altenkirchen (westerwald),code07132,38.2
2015,percentage (%),a) time series,3- to 5-year-olds,rp,altenkirchen (westerwald),code07132,40.1
2016,percentage (%),a) time series,3- to 5-year-olds,rp,altenkirchen (westerwald),code07132,40.1
2017,percentage (%),a) time series,3- to 5-year-olds,rp,altenkirchen (westerwald),code07132,42.2
2018,percentage (%),a) time series,3- to 5-year-olds,rp,altenkirchen (westerwald),code07132,44.1
2012,percentage (%),a) time series,3- to 5-year-olds,rp,bad kreuznach,code07133,42.0
2013,percentage (%),a) time series,3- to 5-year-olds,rp,bad kreuznach,code07133,46.2
2014,percentage (%),a) time series,3- to 5-year-olds,rp,bad kreuznach,code07133,50.1
2015,percentage (%),a) time series,3- to 5-year-olds,rp,bad kreuznach,code07133,51.0
2016,percentage (%),a) time series,3- to 5-year-olds,rp,bad kreuznach,code07133,52.5
2017,percentage (%),a) time series,3- to 5-year-olds,rp,bad kreuznach,code07133,54.6
2018,percentage (%),a) time series,3- to 5-year-olds,rp,bad kreuznach,code07133,56.7
2012,percentage (%),a) time series,3- to 5-year-olds,rp,birkenfeld,code07134,30.7
2013,percentage (%),a) time series,3- to 5-year-olds,rp,birkenfeld,code07134,33.0
2014,percentage (%),a) time series,3- to 5-year-olds,rp,birkenfeld,code07134,34.6
2015,percentage (%),a) time series,3- to 5-year-olds,rp,birkenfeld,code07134,34.0
2016,percentage (%),a) time series,3- to 5-year-olds,rp,birkenfeld,code07134,33.0
2017,percentage (%),a) time series,3- to 5-year-olds,rp,birkenfeld,code07134,38.5
2018,percentage (%),a) time series,3- to 5-year-olds,rp,birkenfeld,code07134,37.8
2012,percentage (%),a) time series,3- to 5-year-olds,rp,cochem-zell,code07135,40.4
2013,percentage (%),a) time series,3- to 5-year-olds,rp,cochem-zell,code07135,45.0
2014,percentage (%),a) time series,3- to 5-year-olds,rp,cochem-zell,code07135,54.9
2015,percentage (%),a) time series,3- to 5-year-olds,rp,cochem-zell,code07135,63.1
2016,percentage (%),a) time series,3- to 5-year-olds,rp,cochem-zell,code07135,59.0
2017,percentage (%),a) time series,3- to 5-year-olds,rp,cochem-zell,code07135,63.2
2018,percentage (%),a) time series,3- to 5-year-olds,rp,cochem-zell,code07135,61.3
2012,percentage (%),a) time series,3- to 5-year-olds,rp,mayen-koblenz,code07137,48.4
2013,percentage (%),a) time series,3- to 5-year-olds,rp,mayen-koblenz,code07137,50.6
2014,percentage (%),a) time series,3- to 5-year-olds,rp,mayen-koblenz,code07137,48.3
2015,percentage (%),a) time series,3- to 5-year-olds,rp,mayen-koblenz,code07137,50.8
2016,percentage (%),a) time series,3- to 5-year-olds,rp,mayen-koblenz,code07137,53.3
2017,percentage (%),a) time series,3- to 5-year-olds,rp,mayen-koblenz,code07137,53.6
2018,percentage (%),a) time series,3- to 5-year-olds,rp,mayen-koblenz,code07137,52.7
2012,percentage (%),a) time series,3- to 5-year-olds,rp,neuwied,code07138,40.0
2013,percentage (%),a) time series,3- to 5-year-olds,rp,neuwied,code07138,43.3
2014,percentage (%),a) time series,3- to 5-year-olds,rp,neuwied,code07138,42.8
2015,percentage (%),a) time series,3- to 5-year-olds,rp,neuwied,code07138,43.9
2016,percentage (%),a) time series,3- to 5-year-olds,rp,neuwied,code07138,45.7
2017,percentage (%),a) time series,3- to 5-year-olds,rp,neuwied,code07138,47.8
2018,percentage (%),a) time series,3- to 5-year-olds,rp,neuwied,code07138,49.7
2012,percentage (%),a) time series,3- to 5-year-olds,rp,rhein-hunsrück-kreis,code07140,35.2
2013,percentage (%),a) time series,3- to 5-year-olds,rp,rhein-hunsrück-kreis,code07140,41.7
2014,percentage (%),a) time series,3- to 5-year-olds,rp,rhein-hunsrück-kreis,code07140,43.4
2015,percentage (%),a) time series,3- to 5-year-olds,rp,rhein-hunsrück-kreis,code07140,47.3
2016,percentage (%),a) time series,3- to 5-year-olds,rp,rhein-hunsrück-kreis,code07140,48.4
2017,percentage (%),a) time series,3- to 5-year-olds,rp,rhein-hunsrück-kreis,code07140,49.1
2018,percentage (%),a) time series,3- to 5-year-olds,rp,rhein-hunsrück-kreis,code07140,48.7
2012,percentage (%),a) time series,3- to 5-year-olds,rp,rhein-lahn-kreis,code07141,46.3
2013,percentage (%),a) time series,3- to 5-year-olds,rp,rhein-lahn-kreis,code07141,48.7
2014,percentage (%),a) time series,3- to 5-year-olds,rp,rhein-lahn-kreis,code07141,51.5
2015,percentage (%),a) time series,3- to 5-year-olds,rp,rhein-lahn-kreis,code07141,52.6
2016,percentage (%),a) time series,3- to 5-year-olds,rp,rhein-lahn-kreis,code07141,54.1
2017,percentage (%),a) time series,3- to 5-year-olds,rp,rhein-lahn-kreis,code07141,53.1
2018,percentage (%),a) time series,3- to 5-year-olds,rp,rhein-lahn-kreis,code07141,51.0
2012,percentage (%),a) time series,3- to 5-year-olds,rp,westerwaldkreis,code07143,37.9
2013,percentage (%),a) time series,3- to 5-year-olds,rp,westerwaldkreis,code07143,42.1
2014,percentage (%),a) time series,3- to 5-year-olds,rp,westerwaldkreis,code07143,45.5
2015,percentage (%),a) time series,3- to 5-year-olds,rp,westerwaldkreis,code07143,49.5
2016,percentage (%),a) time series,3- to 5-year-olds,rp,westerwaldkreis,code07143,52.0
2017,percentage (%),a) time series,3- to 5-year-olds,rp,westerwaldkreis,code07143,54.7
2018,percentage (%),a) time series,3- to 5-year-olds,rp,westerwaldkreis,code07143,55.2
2012,percentage (%),a) time series,3- to 5-year-olds,rp,"trier, stadt",code07211,57.1
2013,percentage (%),a) time series,3- to 5-year-olds,rp,"trier, stadt",code07211,56.4
2014,percentage (%),a) time series,3- to 5-year-olds,rp,"trier, stadt",code07211,56.8
2015,percentage (%),a) time series,3- to 5-year-olds,rp,"trier, stadt",code07211,53.7
2016,percentage (%),a) time series,3- to 5-year-olds,rp,"trier, stadt",code07211,62.1
2017,percentage (%),a) time series,3- to 5-year-olds,rp,"trier, stadt",code07211,64.6
2018,percentage (%),a) time series,3- to 5-year-olds,rp,"trier, stadt",code07211,66.1
2012,percentage (%),a) time series,3- to 5-year-olds,rp,bernkastel-wittlich,code07231,48.7
2013,percentage (%),a) time series,3- to 5-year-olds,rp,bernkastel-wittlich,code07231,54.1
2014,percentage (%),a) time series,3- to 5-year-olds,rp,bernkastel-wittlich,code07231,57.0
2015,percentage (%),a) time series,3- to 5-year-olds,rp,bernkastel-wittlich,code07231,59.8
2016,percentage (%),a) time series,3- to 5-year-olds,rp,bernkastel-wittlich,code07231,63.9
2017,percentage (%),a) time series,3- to 5-year-olds,rp,bernkastel-wittlich,code07231,62.9
2018,percentage (%),a) time series,3- to 5-year-olds,rp,bernkastel-wittlich,code07231,63.2
2012,percentage (%),a) time series,3- to 5-year-olds,rp,eifelkreis bitburg-prüm,code07232,47.0
2013,percentage (%),a) time series,3- to 5-year-olds,rp,eifelkreis bitburg-prüm,code07232,49.1
2014,percentage (%),a) time series,3- to 5-year-olds,rp,eifelkreis bitburg-prüm,code07232,48.9
2015,percentage (%),a) time series,3- to 5-year-olds,rp,eifelkreis bitburg-prüm,code07232,49.0
2016,percentage (%),a) time series,3- to 5-year-olds,rp,eifelkreis bitburg-prüm,code07232,50.7
2017,percentage (%),a) time series,3- to 5-year-olds,rp,eifelkreis bitburg-prüm,code07232,49.1
2018,percentage (%),a) time series,3- to 5-year-olds,rp,eifelkreis bitburg-prüm,code07232,51.0
2012,percentage (%),a) time series,3- to 5-year-olds,rp,vulkaneifel,code07233,39.2
2013,percentage (%),a) time series,3- to 5-year-olds,rp,vulkaneifel,code07233,45.6
2014,percentage (%),a) time series,3- to 5-year-olds,rp,vulkaneifel,code07233,46.4
2015,percentage (%),a) time series,3- to 5-year-olds,rp,vulkaneifel,code07233,53.6
2016,percentage (%),a) time series,3- to 5-year-olds,rp,vulkaneifel,code07233,50.8
2017,percentage (%),a) time series,3- to 5-year-olds,rp,vulkaneifel,code07233,48.3
2018,percentage (%),a) time series,3- to 5-year-olds,rp,vulkaneifel,code07233,49.6
2012,percentage (%),a) time series,3- to 5-year-olds,rp,trier-saarburg,code07235,53.5
2013,percentage (%),a) time series,3- to 5-year-olds,rp,trier-saarburg,code07235,54.9
2014,percentage (%),a) time series,3- to 5-year-olds,rp,trier-saarburg,code07235,59.6
2015,percentage (%),a) time series,3- to 5-year-olds,rp,trier-saarburg,code07235,57.5
2016,percentage (%),a) time series,3- to 5-year-olds,rp,trier-saarburg,code07235,56.9
2017,percentage (%),a) time series,3- to 5-year-olds,rp,trier-saarburg,code07235,60.4
2018,percentage (%),a) time series,3- to 5-year-olds,rp,trier-saarburg,code07235,67.0
2012,percentage (%),a) time series,3- to 5-year-olds,rp,"frankenthal (pfalz), stadt",code07311,34.9
2013,percentage (%),a) time series,3- to 5-year-olds,rp,"frankenthal (pfalz), stadt",code07311,35.0
2014,percentage (%),a) time series,3- to 5-year-olds,rp,"frankenthal (pfalz), stadt",code07311,33.4
2015,percentage (%),a) time series,3- to 5-year-olds,rp,"frankenthal (pfalz), stadt",code07311,32.8
2016,percentage (%),a) time series,3- to 5-year-olds,rp,"frankenthal (pfalz), stadt",code07311,32.2
2017,percentage (%),a) time series,3- to 5-year-olds,rp,"frankenthal (pfalz), stadt",code07311,29.9
2018,percentage (%),a) time series,3- to 5-year-olds,rp,"frankenthal (pfalz), stadt",code07311,33.2
2012,percentage (%),a) time series,3- to 5-year-olds,rp,"kaiserslautern, stadt",code07312,42.8
2013,percentage (%),a) time series,3- to 5-year-olds,rp,"kaiserslautern, stadt",code07312,43.2
2014,percentage (%),a) time series,3- to 5-year-olds,rp,"kaiserslautern, stadt",code07312,47.0
2015,percentage (%),a) time series,3- to 5-year-olds,rp,"kaiserslautern, stadt",code07312,50.0
2016,percentage (%),a) time series,3- to 5-year-olds,rp,"kaiserslautern, stadt",code07312,52.2
2017,percentage (%),a) time series,3- to 5-year-olds,rp,"kaiserslautern, stadt",code07312,51.6
2018,percentage (%),a) time series,3- to 5-year-olds,rp,"kaiserslautern, stadt",code07312,49.4
2012,percentage (%),a) time series,3- to 5-year-olds,rp,"landau in der pfalz, stadt",code07313,55.5
2013,percentage (%),a) time series,3- to 5-year-olds,rp,"landau in der pfalz, stadt",code07313,57.1
2014,percentage (%),a) time series,3- to 5-year-olds,rp,"landau in der pfalz, stadt",code07313,59.5
2015,percentage (%),a) time series,3- to 5-year-olds,rp,"landau in der pfalz, stadt",code07313,61.7
2016,percentage (%),a) time series,3- to 5-year-olds,rp,"landau in der pfalz, stadt",code07313,63.4
2017,percentage (%),a) time series,3- to 5-year-olds,rp,"landau in der pfalz, stadt",code07313,63.7
2018,percentage (%),a) time series,3- to 5-year-olds,rp,"landau in der pfalz, stadt",code07313,67.4
2012,percentage (%),a) time series,3- to 5-year-olds,rp,"ludwigshafen am rhein, stadt",code07314,38.0
2013,percentage (%),a) time series,3- to 5-year-olds,rp,"ludwigshafen am rhein, stadt",code07314,36.2
2014,percentage (%),a) time series,3- to 5-year-olds,rp,"ludwigshafen am rhein, stadt",code07314,37.1
2015,percentage (%),a) time series,3- to 5-year-olds,rp,"ludwigshafen am rhein, stadt",code07314,38.1
2016,percentage (%),a) time series,3- to 5-year-olds,rp,"ludwigshafen am rhein, stadt",code07314,39.4
2017,percentage (%),a) time series,3- to 5-year-olds,rp,"ludwigshafen am rhein, stadt",code07314,40.1
2018,percentage (%),a) time series,3- to 5-year-olds,rp,"ludwigshafen am rhein, stadt",code07314,39.8
2012,percentage (%),a) time series,3- to 5-year-olds,rp,"mainz, stadt",code07315,61.0
2013,percentage (%),a) time series,3- to 5-year-olds,rp,"mainz, stadt",code07315,63.1
2014,percentage (%),a) time series,3- to 5-year-olds,rp,"mainz, stadt",code07315,64.1
2015,percentage (%),a) time series,3- to 5-year-olds,rp,"mainz, stadt",code07315,67.5
2016,percentage (%),a) time series,3- to 5-year-olds,rp,"mainz, stadt",code07315,70.1
2017,percentage (%),a) time series,3- to 5-year-olds,rp,"mainz, stadt",code07315,70.6
2018,percentage (%),a) time series,3- to 5-year-olds,rp,"mainz, stadt",code07315,69.1
2012,percentage (%),a) time series,3- to 5-year-olds,rp,"neustadt an der weinstraße, stadt",code07316,44.3
2013,percentage (%),a) time series,3- to 5-year-olds,rp,"neustadt an der weinstraße, stadt",code07316,43.9
2014,percentage (%),a) time series,3- to 5-year-olds,rp,"neustadt an der weinstraße, stadt",code07316,44.5
2015,percentage (%),a) time series,3- to 5-year-olds,rp,"neustadt an der weinstraße, stadt",code07316,45.6
2016,percentage (%),a) time series,3- to 5-year-olds,rp,"neustadt an der weinstraße, stadt",code07316,49.2
2017,percentage (%),a) time series,3- to 5-year-olds,rp,"neustadt an der weinstraße, stadt",code07316,52.4
2018,percentage (%),a) time series,3- to 5-year-olds,rp,"neustadt an der weinstraße, stadt",code07316,52.1
2012,percentage (%),a) time series,3- to 5-year-olds,rp,"pirmasens, stadt",code07317,50.2
2013,percentage (%),a) time series,3- to 5-year-olds,rp,"pirmasens, stadt",code07317,53.7
2014,percentage (%),a) time series,3- to 5-year-olds,rp,"pirmasens, stadt",code07317,49.2
2015,percentage (%),a) time series,3- to 5-year-olds,rp,"pirmasens, stadt",code07317,53.5
2016,percentage (%),a) time series,3- to 5-year-olds,rp,"pirmasens, stadt",code07317,50.8
2017,percentage (%),a) time series,3- to 5-year-olds,rp,"pirmasens, stadt",code07317,52.3
2018,percentage (%),a) time series,3- to 5-year-olds,rp,"pirmasens, stadt",code07317,53.3
2012,percentage (%),a) time series,3- to 5-year-olds,rp,"speyer, stadt",code07318,58.0
2013,percentage (%),a) time series,3- to 5-year-olds,rp,"speyer, stadt",code07318,54.3
2014,percentage (%),a) time series,3- to 5-year-olds,rp,"speyer, stadt",code07318,58.8
2015,percentage (%),a) time series,3- to 5-year-olds,rp,"speyer, stadt",code07318,54.3
2016,percentage (%),a) time series,3- to 5-year-olds,rp,"speyer, stadt",code07318,56.6
2017,percentage (%),a) time series,3- to 5-year-olds,rp,"speyer, stadt",code07318,56.5
2018,percentage (%),a) time series,3- to 5-year-olds,rp,"speyer, stadt",code07318,61.3
2012,percentage (%),a) time series,3- to 5-year-olds,rp,"worms, stadt",code07319,33.7
2013,percentage (%),a) time series,3- to 5-year-olds,rp,"worms, stadt",code07319,32.1
2014,percentage (%),a) time series,3- to 5-year-olds,rp,"worms, stadt",code07319,33.5
2015,percentage (%),a) time series,3- to 5-year-olds,rp,"worms, stadt",code07319,35.9
2016,percentage (%),a) time series,3- to 5-year-olds,rp,"worms, stadt",code07319,35.5
2017,percentage (%),a) time series,3- to 5-year-olds,rp,"worms, stadt",code07319,41.0
2018,percentage (%),a) time series,3- to 5-year-olds,rp,"worms, stadt",code07319,42.5
2012,percentage (%),a) time series,3- to 5-year-olds,rp,"zweibrücken, stadt",code07320,36.1
2013,percentage (%),a) time series,3- to 5-year-olds,rp,"zweibrücken, stadt",code07320,38.5
2014,percentage (%),a) time series,3- to 5-year-olds,rp,"zweibrücken, stadt",code07320,43.6
2015,percentage (%),a) time series,3- to 5-year-olds,rp,"zweibrücken, stadt",code07320,42.2
2016,percentage (%),a) time series,3- to 5-year-olds,rp,"zweibrücken, stadt",code07320,40.3
2017,percentage (%),a) time series,3- to 5-year-olds,rp,"zweibrücken, stadt",code07320,38.8
2018,percentage (%),a) time series,3- to 5-year-olds,rp,"zweibrücken, stadt",code07320,40.1
2012,percentage (%),a) time series,3- to 5-year-olds,rp,alzey-worms,code07331,41.0
2013,percentage (%),a) time series,3- to 5-year-olds,rp,alzey-worms,code07331,41.8
2014,percentage (%),a) time series,3- to 5-year-olds,rp,alzey-worms,code07331,37.0
2015,percentage (%),a) time series,3- to 5-year-olds,rp,alzey-worms,code07331,40.6
2016,percentage (%),a) time series,3- to 5-year-olds,rp,alzey-worms,code07331,41.0
2017,percentage (%),a) time series,3- to 5-year-olds,rp,alzey-worms,code07331,52.8
2018,percentage (%),a) time series,3- to 5-year-olds,rp,alzey-worms,code07331,47.4
2012,percentage (%),a) time series,3- to 5-year-olds,rp,bad dürkheim,code07332,52.1
2013,percentage (%),a) time series,3- to 5-year-olds,rp,bad dürkheim,code07332,53.1
2014,percentage (%),a) time series,3- to 5-year-olds,rp,bad dürkheim,code07332,51.8
2015,percentage (%),a) time series,3- to 5-year-olds,rp,bad dürkheim,code07332,56.9
2016,percentage (%),a) time series,3- to 5-year-olds,rp,bad dürkheim,code07332,56.9
2017,percentage (%),a) time series,3- to 5-year-olds,rp,bad dürkheim,code07332,58.4
2018,percentage (%),a) time series,3- to 5-year-olds,rp,bad dürkheim,code07332,55.6
2012,percentage (%),a) time series,3- to 5-year-olds,rp,donnersbergkreis,code07333,42.5
2013,percentage (%),a) time series,3- to 5-year-olds,rp,donnersbergkreis,code07333,38.3
2014,percentage (%),a) time series,3- to 5-year-olds,rp,donnersbergkreis,code07333,44.3
2015,percentage (%),a) time series,3- to 5-year-olds,rp,donnersbergkreis,code07333,47.1
2016,percentage (%),a) time series,3- to 5-year-olds,rp,donnersbergkreis,code07333,42.6
2017,percentage (%),a) time series,3- to 5-year-olds,rp,donnersbergkreis,code07333,45.9
2018,percentage (%),a) time series,3- to 5-year-olds,rp,donnersbergkreis,code07333,45.8
2012,percentage (%),a) time series,3- to 5-year-olds,rp,germersheim,code07334,49.2
2013,percentage (%),a) time series,3- to 5-year-olds,rp,germersheim,code07334,48.2
2014,percentage (%),a) time series,3- to 5-year-olds,rp,germersheim,code07334,49.9
2015,percentage (%),a) time series,3- to 5-year-olds,rp,germersheim,code07334,49.9
2016,percentage (%),a) time series,3- to 5-year-olds,rp,germersheim,code07334,52.2
2017,percentage (%),a) time series,3- to 5-year-olds,rp,germersheim,code07334,51.9
2018,percentage (%),a) time series,3- to 5-year-olds,rp,germersheim,code07334,50.3
2012,percentage (%),a) time series,3- to 5-year-olds,rp,kaiserslautern,code07335,45.4
2013,percentage (%),a) time series,3- to 5-year-olds,rp,kaiserslautern,code07335,44.7
2014,percentage (%),a) time series,3- to 5-year-olds,rp,kaiserslautern,code07335,45.3
